% This database was designed on the basis of data provided by US Census
% Bureau [http://www.census.gov] (under Lookup Access
% [http://www.census.gov/cdrom/lookup]: Summary Tape File 1). The data
% were collected as part of the 1990 US census. These are mostly counts
% cumulated at different survey levels. For the purpose of this data set
% a level State-Place was used. Data from all states was obtained. Most
% of the counts were changed into appropriate proportions.  There are 4
% different data sets obtained from this database: House(8H) House(8L)
% House(16H) House(16L) These are all concerned with predicting the
% median price of the house in the region based on demographic
% composition and a state of housing market in the region. A number in
% the name signifies the number of attributes of the data set. A
% following letter denotes a very rough approximation to the difficulty
% of the task. For Low task difficulty, more correlated attributes were
% chosen as signified by univariate smooth fit of that input on the
% target. Tasks with High difficulty have had their attributes chosen to
% make the modelling more difficult due to higher variance or lower
% correlation of the inputs to the target.
% 
% Original source: DELVE repository of data. 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 22784 cases, 9 continuous attributes.

@relation house_8L.arff
@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute price numeric

@data
4443.0000000, 0.0074857, 0.4231889, 0.6335809, 0.0024758, 0.1285141, 6.7594838, 0.6562500, 47200.0000000
294.0000000, 0.0026619, 0.4294587, 0.7857143, 0.0000000, 0.0740741, 4.6090226, 0.2500000, 36900.0000000
692.0000000, 0.0048691, 0.6585514, 0.5404624, 0.0028902, 0.0248288, 5.6253870, 0.3103448, 117300.0000000
84.0000000, 0.0000000, 0.5296610, 0.7619048, 0.0000000, 0.0000000, 6.3278689, 0.0000000, 38800.0000000
281.0000000, 0.0014925, 0.5432836, 0.6939502, 0.0071174, 0.0606061, 6.2270270, 0.5000000, 38400.0000000
819.0000000, 0.0004011, 0.4608905, 0.7741148, 0.0354090, 0.0837696, 5.1469697, 0.6250000, 14999.0000000
1611.0000000, 0.0024155, 0.5373054, 0.7063935, 0.0043451, 0.2500000, 5.9992837, 0.2500000, 56000.0000000
132.0000000, 0.0000000, 0.4908136, 0.8106061, 0.0000000, 0.2222222, 5.9646018, 1.0000000, 32300.0000000
212.0000000, 0.0019342, 0.4332689, 0.6886792, 0.0000000, 0.0250000, 5.4724409, 1.0000000, 14999.0000000
3214.0000000, 0.0015372, 0.4763835, 0.6185439, 0.0771624, 0.1231527, 6.1082326, 0.6400000, 30700.0000000
124.0000000, 0.0000000, 0.4736842, 0.7500000, 0.0000000, 0.0000000, 6.1010101, 0.0000000, 19200.0000000
719.0000000, 0.0000000, 0.4748730, 0.6912378, 0.0472879, 0.0602410, 5.8927739, 0.6000000, 27200.0000000
539.0000000, 0.0056726, 0.5575365, 0.6289425, 0.0000000, 0.1904762, 6.7637795, 0.2500000, 114600.0000000
244.0000000, 0.0000000, 0.4581081, 0.7540984, 0.0000000, 0.0909091, 5.4372093, 1.0000000, 22000.0000000
825.0000000, 0.0008945, 0.4865832, 0.7309091, 0.0024242, 0.1764706, 5.6816479, 0.1666667, 66300.0000000
7477.0000000, 0.0030801, 0.4801335, 0.6957336, 0.0017387, 0.2298507, 6.4844520, 0.3766234, 41400.0000000
59.0000000, 0.0000000, 0.4193548, 0.7288136, 0.0000000, 0.1250000, 6.7678571, 1.0000000, 14999.0000000
339.0000000, 0.0012180, 0.4835566, 0.6932153, 0.0000000, 0.1807229, 5.5708812, 0.8666667, 14999.0000000
1198.0000000, 0.0498378, 0.5485108, 0.8848080, 0.0050083, 0.6400000, 8.8155844, 0.0937500, 274600.0000000
201.0000000, 0.0093458, 0.5373832, 0.8756219, 0.0099502, 0.0666667, 6.3630952, 0.0000000, 40000.0000000
1499.0000000, 0.0087998, 0.5890980, 0.7898599, 0.0013342, 0.0406977, 6.6755358, 0.4285714, 74500.0000000
8150.0000000, 0.0040531, 0.4580950, 0.7398773, 0.0500613, 0.1605166, 5.7224534, 0.4310345, 35300.0000000
51.0000000, 0.0000000, 0.3963964, 0.6078431, 0.0000000, 0.0000000, 5.4736842, 0.0000000, 14999.0000000
235.0000000, 0.0000000, 0.4507042, 0.6723404, 0.0000000, 0.0250000, 5.4900000, 1.0000000, 14999.0000000
928.0000000, 0.0033670, 0.5031265, 0.5635776, 0.0010776, 0.0952381, 5.7477273, 0.0000000, 57200.0000000
587.0000000, 0.0006707, 0.4587525, 0.6592845, 0.0017036, 0.0714286, 6.0361757, 0.5000000, 27700.0000000
3926.0000000, 0.0078784, 0.3119222, 0.5101885, 0.0081508, 0.1278195, 6.5533371, 0.2058824, 40500.0000000
231.0000000, 0.0032362, 0.4822006, 0.7835498, 0.1645022, 0.1538462, 6.0752688, 0.2500000, 28600.0000000
1957.0000000, 0.0089526, 0.4364369, 0.5881451, 0.0020439, 0.1900000, 5.2844677, 0.3157895, 147800.0000000
109.0000000, 0.0000000, 0.4918033, 0.6605505, 0.0000000, 0.1875000, 5.5384615, 0.3333333, 32500.0000000
1578.0000000, 0.0103394, 0.5625983, 0.7712294, 0.0044360, 0.5064935, 5.8901903, 0.4358974, 79400.0000000
64.0000000, 0.0078740, 0.5354331, 0.5937500, 0.0000000, 0.2727273, 5.5454545, 1.0000000, 14999.0000000
1995.0000000, 0.0183503, 0.3098165, 0.5218045, 0.0090226, 0.1126761, 6.5119048, 0.5000000, 30500.0000000
152.0000000, 0.0000000, 0.4605911, 0.7500000, 0.0263158, 0.3333333, 6.0396825, 0.0000000, 31300.0000000
812.0000000, 0.0036815, 0.4638748, 0.7758621, 0.0000000, 0.0816327, 5.5232775, 0.6666667, 32900.0000000
632.0000000, 0.0077987, 0.3154910, 0.7610759, 0.2120253, 0.1276596, 6.3302752, 0.6666667, 53100.0000000
78.0000000, 0.0000000, 0.4331551, 0.6410256, 0.0000000, 0.3076923, 6.0483871, 0.7500000, 14999.0000000
1259.0000000, 0.0165602, 0.4310386, 0.7069102, 0.0079428, 0.2264151, 7.5379976, 0.3333333, 122000.0000000
82381.0000000, 0.1135877, 0.5263130, 0.6502227, 0.2622692, 0.1293455, 5.8587295, 0.3957368, 91800.0000000
103.0000000, 0.0000000, 0.4372093, 0.4951456, 0.0000000, 0.0740741, 4.8160920, 1.0000000, 14999.0000000
88.0000000, 0.0000000, 0.5103734, 0.7954545, 0.0000000, 0.1428571, 5.9350649, 1.0000000, 14999.0000000
3845.0000000, 0.0031423, 0.4594214, 0.6447334, 0.0364109, 0.1506849, 6.3502258, 0.6909091, 26800.0000000
119.0000000, 0.0035971, 0.4712230, 0.6890756, 0.0000000, 0.1071429, 5.8080808, 1.0000000, 21000.0000000
1028.0000000, 0.0011516, 0.4429942, 0.7227626, 0.0000000, 0.2162162, 6.4017857, 0.6250000, 41900.0000000
317.0000000, 0.0000000, 0.4820240, 0.7129338, 0.0000000, 0.1020408, 5.7894737, 1.0000000, 19200.0000000
2801.0000000, 0.0074897, 0.5149795, 0.7950732, 0.0035702, 0.5486111, 5.4812606, 0.1518987, 67400.0000000
1024.0000000, 0.0004696, 0.3721531, 0.8818359, 0.9853516, 0.3606557, 5.8329519, 0.5000000, 30500.0000000
841.0000000, 0.0053860, 0.5323160, 0.7312723, 0.0023781, 0.5000000, 5.1291291, 0.6885246, 39400.0000000
455.0000000, 0.0148850, 0.5270636, 0.7802198, 0.5274725, 0.4285714, 6.8984375, 0.0000000, 136400.0000000
10667.0000000, 0.0242059, 0.6103436, 0.5966064, 0.0325302, 0.1458853, 6.1550281, 0.4358974, 68700.0000000
941.0000000, 0.0063358, 0.4780887, 0.8140276, 0.0042508, 0.1969697, 6.2860792, 0.4615385, 110400.0000000
600.0000000, 0.0028329, 0.5444759, 0.8716667, 0.0033333, 0.1176471, 6.2140221, 0.0000000, 51500.0000000
1675.0000000, 0.1243764, 0.5140203, 0.8776119, 0.1367164, 0.3103448, 5.6940767, 0.8148148, 38600.0000000
39.0000000, 0.0000000, 0.4941176, 0.6410256, 0.0000000, 0.0000000, 5.8235294, 0.0000000, 14999.0000000
666.0000000, 0.0029586, 0.4846154, 0.6636637, 0.0000000, 0.1166667, 7.1027569, 0.5714286, 27600.0000000
45.0000000, 0.0000000, 0.3481481, 0.7777778, 0.0000000, 0.0476190, 6.1538462, 1.0000000, 27500.0000000
673.0000000, 0.0028233, 0.4771316, 0.7518574, 0.0000000, 0.2031250, 5.6591376, 0.7692308, 30100.0000000
393.0000000, 0.0000000, 0.5139442, 0.7455471, 0.1501272, 0.0576923, 5.7155172, 0.5000000, 53300.0000000
582.0000000, 0.0006964, 0.4874652, 0.6649485, 0.0068729, 0.1395349, 6.7901907, 0.6666667, 56500.0000000
537.0000000, 0.0037879, 0.4861111, 0.8156425, 0.0000000, 0.4166667, 6.0672451, 0.0000000, 49900.0000000
166.0000000, 0.0000000, 0.5411765, 0.7891566, 0.0000000, 0.5000000, 6.4820144, 0.0000000, 45200.0000000
11788.0000000, 0.0063106, 0.5710775, 0.6886664, 0.0743977, 0.2732824, 6.8266812, 0.3240223, 75700.0000000
1346.0000000, 0.0145215, 0.5232123, 0.8989599, 0.1106984, 0.0740741, 7.6542688, 0.0000000, 75500.0000000
38.0000000, 0.0000000, 0.3883495, 0.6578947, 0.0000000, 0.4285714, 5.7941176, 0.6666667, 14999.0000000
159.0000000, 0.0000000, 0.4460784, 0.7169811, 0.0062893, 0.6666667, 5.4538462, 1.0000000, 32700.0000000
545.0000000, 0.0015962, 0.5027933, 0.6899083, 0.0000000, 0.1250000, 6.0045872, 0.6666667, 37800.0000000
740.0000000, 0.0042061, 0.4863302, 0.7040541, 0.0000000, 0.1142857, 6.7124736, 0.3750000, 65000.0000000
11.0000000, 0.0000000, 0.5600000, 0.4545455, 0.0000000, 0.2000000, 6.4444444, 1.0000000, 14999.0000000
356.0000000, 0.0000000, 0.4682003, 0.5814607, 0.0000000, 0.0933333, 5.8023715, 0.4285714, 14999.0000000
135.0000000, 0.0000000, 0.4857955, 0.7555556, 0.0074074, 0.2000000, 5.6979167, 0.5000000, 16600.0000000
579.0000000, 0.0007194, 0.4726619, 0.6839378, 0.0103627, 0.1967213, 5.1963883, 0.7500000, 20900.0000000
1682.0000000, 0.0030310, 0.4751690, 0.7027348, 0.0000000, 0.2916667, 6.2671815, 0.4761905, 35000.0000000
435.0000000, 0.0008613, 0.4797588, 0.7724138, 0.0022989, 0.1153846, 6.1903409, 1.0000000, 29800.0000000
705.0000000, 0.0024510, 0.4197304, 0.6184397, 0.0000000, 0.1525424, 6.1200000, 0.6666667, 18100.0000000
468.0000000, 0.0000000, 0.5367703, 0.8034188, 0.0021368, 0.2857143, 6.3142857, 0.2500000, 43300.0000000
741.0000000, 0.0068995, 0.4601121, 0.7705803, 0.0175439, 0.2727273, 5.1154529, 0.4285714, 72900.0000000
78453.0000000, 0.0238215, 0.5055361, 0.6240679, 0.0641913, 0.1633581, 5.9688039, 0.4506329, 36700.0000000
18.0000000, 0.0140845, 0.3239437, 0.8333333, 0.0000000, 0.3333333, 4.3750000, 1.0000000, 67500.0000000
8528.0000000, 0.0292022, 0.5419403, 0.7113039, 0.1213649, 0.1404110, 6.3496814, 0.3902439, 50900.0000000
200.0000000, 0.0000000, 0.4704918, 0.7600000, 0.0000000, 0.0000000, 6.7839506, 0.0000000, 42800.0000000
989.0000000, 0.0000000, 0.4492754, 0.6774520, 0.0000000, 0.0825688, 5.7632312, 0.8518519, 23000.0000000
432.0000000, 0.0021097, 0.4831224, 0.6481481, 0.0000000, 0.0274914, 5.9613260, 0.9375000, 65200.0000000
65.0000000, 0.0000000, 0.4102564, 0.8769231, 0.0000000, 0.0833333, 4.5714286, 1.0000000, 17100.0000000
3249.0000000, 0.0128554, 0.4429337, 0.7959372, 0.0070791, 0.1481481, 4.6294643, 0.4166667, 115700.0000000
10482.0000000, 0.0188433, 0.5038049, 0.7308720, 0.0601030, 0.1045576, 5.8748690, 0.4871795, 43900.0000000
242.0000000, 0.0013680, 0.4952120, 0.8512397, 0.0000000, 0.3750000, 5.8072917, 0.4444444, 52500.0000000
895.0000000, 0.0117690, 0.5001839, 0.7608939, 0.3340782, 0.0557940, 5.2720695, 0.8461538, 35400.0000000
820.0000000, 0.0028618, 0.5143091, 0.8390244, 0.0000000, 0.1428571, 6.1286982, 0.0000000, 49900.0000000
1502.0000000, 0.0128007, 0.5466784, 0.8268975, 0.0446072, 0.4123711, 5.8445017, 0.5250000, 58500.0000000
325.0000000, 0.0000000, 0.4864865, 0.7384615, 0.0030769, 0.2121212, 5.6000000, 1.0000000, 16100.0000000
602.0000000, 0.0000000, 0.5009993, 0.6960133, 0.0016611, 0.1842105, 4.8958333, 0.6428571, 14999.0000000
15.0000000, 0.0000000, 0.6511628, 0.9333333, 0.0000000, 0.0000000, 6.9230769, 0.0000000, 40600.0000000
557.0000000, 0.0000000, 0.4603992, 0.7414722, 0.0000000, 0.1190476, 5.5871122, 0.6000000, 33900.0000000
2040.0000000, 0.0123619, 0.3116781, 0.6676471, 0.0009804, 0.2062937, 5.4391475, 0.5762712, 176600.0000000
132.0000000, 0.0000000, 0.4555256, 0.6515152, 0.0000000, 0.0000000, 4.8750000, 0.0000000, 21900.0000000
440.0000000, 0.0033784, 0.4189189, 0.6750000, 0.1045455, 0.2894737, 5.2943262, 0.5000000, 24100.0000000
91.0000000, 0.0000000, 0.5142857, 0.6043956, 0.0000000, 0.0769231, 6.2200000, 0.0000000, 26400.0000000
2623.0000000, 0.0076503, 0.5042935, 0.6706062, 0.3030881, 0.1459854, 5.9485893, 0.7000000, 47600.0000000
341.0000000, 0.0009634, 0.4450867, 0.7448680, 0.0029326, 0.0769231, 6.0472441, 0.2500000, 35500.0000000
5764.0000000, 0.0062805, 0.5753324, 0.7526024, 0.1641221, 0.2985782, 6.3334214, 0.5873016, 64200.0000000
23.0000000, 0.0000000, 0.4509804, 0.5217391, 0.0000000, 0.0000000, 6.8666667, 0.0000000, 14999.0000000
693.0000000, 0.0038462, 0.5250000, 0.8152958, 0.0028860, 0.4444444, 7.0052817, 0.5000000, 67100.0000000
275.0000000, 0.0072046, 0.4409222, 0.6581818, 0.0000000, 0.2500000, 7.3817204, 0.2000000, 23200.0000000
54.0000000, 0.0069444, 0.5138889, 0.7222222, 0.0000000, 0.0000000, 5.3846154, 0.0000000, 39400.0000000
612.0000000, 0.0049669, 0.5320088, 0.8333333, 0.0196078, 0.0318182, 5.7335835, 0.1428571, 104700.0000000
46.0000000, 0.0074074, 0.5407407, 0.7826087, 0.0217391, 0.0000000, 5.8235294, 0.0000000, 40000.0000000
1676.0000000, 0.0012234, 0.4739418, 0.6473747, 0.0035800, 0.0948905, 5.9410112, 0.3846154, 34600.0000000
196.0000000, 0.0000000, 0.4352679, 0.6326531, 0.0000000, 0.1666667, 6.1503268, 1.0000000, 14999.0000000
233.0000000, 0.0000000, 0.4440559, 0.6738197, 0.0000000, 0.0400000, 6.6648649, 1.0000000, 21500.0000000
128.0000000, 0.0237288, 0.5559322, 0.6796875, 0.0000000, 0.0400000, 5.0947368, 1.0000000, 23300.0000000
84.0000000, 0.0000000, 0.6228571, 0.6666667, 0.0000000, 0.0507042, 5.8333333, 0.1111111, 128500.0000000
489.0000000, 0.0053715, 0.5022381, 0.5930470, 0.0879346, 0.4473684, 7.3914894, 0.3529412, 91800.0000000
263.0000000, 0.0000000, 0.4736842, 0.7186312, 0.3726236, 0.1315789, 5.1780105, 0.8000000, 22000.0000000
3109.0000000, 0.0946379, 0.5796573, 0.7870698, 0.1688646, 0.5257732, 6.2717647, 0.1372549, 181900.0000000
166.0000000, 0.0000000, 0.5282051, 0.7108434, 0.1084337, 0.3333333, 5.8125000, 1.0000000, 32700.0000000
