default,student,balance,income
No,No,647.483528619273,33226.2775446785
No,Yes,0,9816.78943755756
No,No,445.241819216304,31974.6245068978
No,Yes,878.542064501041,17496.7414821956
No,Yes,335.834118576172,21759.8702696952
No,No,666.608881434336,30438.4688266267
No,No,813.876647019864,40737.4597766098
No,No,836.300071623191,54607.1787395438
No,No,967.48268368178,33055.1102723298
Yes,Yes,2205.79952114829,14271.492252976
No,Yes,1258.18521914431,11672.2220033397
No,No,1239.80169908455,40107.1722104231
No,Yes,0,13760.2984556873
No,Yes,927.887732263607,22473.3796109537
No,Yes,1390.03078251892,21299.0992265335
No,No,410.497704767954,53471.2136303255
No,No,73.0765421846567,30681.7375351468
No,No,790.59775924737,45303.1033141261
No,No,789.49509698382,32579.9002059474
No,No,791.360422078743,46319.2361190854
No,No,479.042378990356,37255.8803342804
No,No,888.613272550212,28899.7917513637
No,No,1284.38636050636,42831.9546193997
No,Yes,712.276351280275,23341.9502302432
No,Yes,1290.62016864921,18408.0490819608
No,No,126.362685399057,44280.9297885654
No,No,779.376257695651,61158.8851121863
No,No,697.490957463777,49476.759599281
No,No,606.974613548306,43610.0330173371
No,Yes,1802.90333355739,21411.4239490249
No,No,900.085332597499,41276.5631894987
No,No,966.280287968092,33440.9792997775
No,No,671.061359639164,35689.1118739108
No,No,171.559115959856,23505.9927713232
No,No,1482.48030006315,45260.6115977848
No,No,640.662751732473,46464.5659322762
No,Yes,706.161027541986,18078.3517921729
Yes,Yes,1774.69422305776,20359.5060855671
No,No,916.49931692309,25768.4074467213
No,No,1271.2708123604,36053.5029503061
No,No,110.572909811983,47339.1087511931
No,No,1747.25888152959,37819.2890860198
Yes,No,1889.59918976304,48956.1715885681
No,No,27.2013946505765,21051.8401259701
No,No,746.229775057391,35159.8502288788
Yes,Yes,1899.3906258472,20655.2000032624
No,Yes,813.994565525349,20391.5289481713
No,No,499.457815094636,38899.1604610096
No,No,853.16133166086,36272.4517835911
No,No,474.727319088288,32064.3351057974
No,No,1235.87611345417,35838.7770153588
No,No,620.675152595598,44213.770101262
No,No,220.028569764934,37880.0296471597
No,Yes,1304.91429931829,18074.0754152021
No,Yes,1608.15255984335,22358.0467020111
No,No,256.471227559815,37657.0559167999
No,Yes,1153.60499815384,19224.9752298419
No,No,771.895874508519,31170.0852836766
No,Yes,1099.63042217728,17064.0428279584
No,No,782.883029663905,40357.1334266019
No,No,444.264906175272,35924.3387929274
No,No,504.02837873803,24780.9612369205
No,No,1762.50340198816,42124.6600673934
No,Yes,850.096116596461,18618.9879075019
No,No,1412.23872130317,40785.0597694212
No,No,715.496829588669,47482.5653767305
No,No,1363.52859942133,55713.0416079129
No,No,493.241889799387,42495.2030840663
No,No,1354.75253720358,33375.1316903778
No,Yes,571.293911015155,15416.2693546858
No,No,956.15135218345,44086.7077342314
No,No,964.820252985381,34390.7460350566
No,No,552.634366024658,50513.1642384347
No,No,338.266201647092,37767.239862893
No,No,709.123351356216,44041.6300941084
No,No,978.978200410458,57839.0537343736
No,No,371.010127817542,15702.7070830359
Yes,Yes,1572.85648082363,14930.1783306833
No,No,0,40150.217981059
Yes,No,1964.47687225275,39054.5891443139
No,No,548.037783442488,33605.6494686572
No,No,1257.05522168594,34045.0088247242
No,No,1189.91805697419,38016.8939028578
No,No,687.683759014873,39373.5797462415
No,No,845.698965838534,39899.5126808393
No,Yes,957.68483377014,19676.3456491723
No,No,233.516846267051,43326.105379399
No,Yes,1126.94874392123,14298.2645686729
No,Yes,488.855176548209,15159.4948475337
No,No,767.903559780495,44323.5796638006
No,No,561.925799124395,31388.5056454162
No,Yes,1092.27001277246,17454.6018395308
No,No,71.7886830035824,31965.7447145836
No,Yes,1839.14368196222,13625.3979303665
No,Yes,876.000777906746,22474.5740898236
No,No,554.107811535592,30357.0259771625
No,No,891.317898050276,43945.0416541409
No,No,464.836333095802,27324.8996870729
No,Yes,563.542661100162,24082.0393441031
Yes,No,1530.35315714612,30003.8171511159
No,No,990.567026186295,41690.2526225589
No,No,590.399786498762,42769.2038801219
No,Yes,715.164109574279,21153.5110081716
No,No,1540.37772667771,41852.0784358238
No,No,1243.32651840828,41639.6803816334
No,Yes,235.328499908876,20909.7047538096
No,No,528.254323170427,49394.340774526
No,No,592.25389562288,30731.201603129
No,No,705.204971986239,42683.187243286
No,No,456.515643990607,48195.7758370754
No,Yes,470.717574652806,18052.1049990983
No,Yes,1503.07512985524,10600.4135403235
No,No,1362.96559540383,44217.9160352291
No,No,908.77157368794,45032.8459851152
No,Yes,1096.82027214515,16148.0600066064
No,No,369.221942475653,47835.0910453142
No,No,673.399899046348,50256.2902118721
No,No,1038.50000752153,51173.1413763774
No,No,0,28762.9237797484
No,No,527.194086573308,32431.1182596039
No,No,817.469336816105,32974.4273524307
No,Yes,1549.04275451742,19702.293205826
No,Yes,566.713789351631,11853.9531668182
No,No,1496.05646487591,24935.9187420962
No,No,862.656656416651,42844.8340023417
No,No,1259.14941789257,31263.641081672
No,No,1025.03883303162,43510.0496378576
No,Yes,703.277787102737,14793.7426766893
No,Yes,1082.39149734589,15175.3612149216
No,No,910.449023533628,44054.9164232696
No,Yes,996.543862160796,16995.6604049481
No,No,353.778226008973,58514.3180764772
No,Yes,782.71082750063,13300.2974683438
No,No,1716.59541824424,51056.8682867977
No,Yes,502.898638357521,15153.965762645
No,No,1033.46846850523,59203.9676630271
No,No,0,34925.3654101008
No,Yes,1087.08349936833,19263.7695817024
No,No,1047.24424881394,43899.7592451193
No,No,1056.92735252411,38367.8679465264
No,Yes,979.224424632862,26010.8878031666
No,Yes,847.818706253068,15978.633625651
No,No,781.77128476306,50958.7905135708
No,Yes,402.488886825952,15904.0559208087
No,No,204.740181714577,17534.2905392742
No,Yes,2022.67464324227,18336.74316845
No,No,748.937063784024,44186.6177602638
No,No,838.275687752419,35917.4906102388
No,No,386.016049290846,44694.0309570293
No,No,812.399296525647,49623.1009820914
No,Yes,1809.92656439359,6985.13594539539
No,No,0,30360.5489438194
No,Yes,1328.18380411907,24688.4737209337
No,Yes,1464.93604882699,26716.6863746825
No,No,1200.56513764739,39718.6926569602
No,No,989.686419964429,27856.5770606696
No,No,870.734579925775,35539.2702158304
No,Yes,1200.84739001594,19849.8314129485
No,Yes,1428.83204736141,23204.6814610386
No,No,0,33951.2887259244
No,Yes,359.458866537597,21783.2694913357
No,No,265.683949786655,40862.7540056257
No,No,1027.77053169201,44406.83691434
No,No,729.047433497618,35042.1329969977
No,No,1042.80491991389,25867.1477168844
No,No,230.230587898767,37875.614823143
No,No,367.466012183201,30611.2722706897
No,Yes,737.70535394131,20863.7996686999
No,No,18.2612853635445,30349.460422935
No,No,1257.76020889191,30834.7713682736
No,No,455.521513206303,40907.3983537652
No,No,56.9675603504705,35458.4815614207
No,Yes,723.931985299722,12213.0371368412
No,No,612.383157677443,41379.7678082606
No,Yes,1220.1776056907,15308.1270712607
No,No,1222.34769171407,32363.3710505847
No,No,1165.49113814696,47684.2194497489
Yes,No,1642.81999663825,46856.947039092
No,No,944.173560017781,56088.6837995041
No,No,749.608003900673,41423.9411731786
No,No,370.375186777666,31231.0078371514
Yes,No,1991.64912011299,42133.3731759574
No,No,773.915226576855,44562.3381169342
No,Yes,817.249811262394,20480.88705606
No,No,1060.71621967666,50260.4643659169
Yes,No,1550.44926441315,56273.5136083638
No,Yes,454.466962212937,15092.439307714
No,Yes,1256.23932541513,17784.5589437522
No,No,1484.39539297524,36731.3086949029
No,Yes,1050.47732793251,12661.6116309912
No,No,986.40061892638,45430.4722089423
No,No,717.341926951688,44266.3765401792
No,No,692.143222681582,47038.0903196941
Yes,No,1328.89272521776,34710.0623657107
No,No,673.468191056081,32930.0693612804
No,No,218.639297043088,48991.3953793342
No,No,1218.16696582374,43954.2774856976
No,Yes,13.5168025503509,19322.5450270524
No,Yes,531.478699850065,21726.558972624
No,No,165.53815169523,33436.4557377411
No,Yes,1351.84972233302,25890.5039884998
No,No,107.282083049617,54143.9627498165
No,No,947.193571380436,35604.117192781
No,Yes,434.560259226125,14812.6452403767
No,No,1020.06724048864,37458.8792492482
No,No,662.305318022324,31597.8976165624
No,Yes,754.420612920964,20767.6830202616
No,No,289.489575693364,44412.8951033074
No,No,198.038409229701,36270.9381202214
No,Yes,516.060491676575,16615.0219627607
No,No,697.563808989791,41755.3981466578
No,Yes,502.324783467779,16947.4229346552
No,Yes,1459.68708304516,15575.419233378
No,No,716.998722689295,34418.2602228491
No,Yes,1037.97270501782,18324.0300568905
No,No,673.016117196098,29735.9615970911
No,No,371.921784701252,41099.7724418194
No,No,89.1349579572228,55604.6075315396
No,No,1273.28018105912,40895.2827703241
No,No,600.723302967373,18680.516769028
No,No,905.038164636789,40711.7988982471
No,No,1061.44156214448,54437.0103173027
No,No,1672.63924830477,46334.7877633441
No,Yes,883.702645600325,19750.0940028726
No,No,373.780330004006,53936.2417769944
No,No,1287.79518693788,52382.6647043692
No,No,1229.74257147896,48739.9273906526
No,Yes,510.613846954321,22457.0517475138
No,No,775.630168716812,27205.8573938823
No,No,1152.98288688657,50206.5769341591
No,Yes,1303.66258970167,7986.00033583452
No,No,1675.27885173207,28244.5034750868
No,No,398.277733044632,30001.7950602906
No,Yes,739.901759396798,25023.8738564122
No,No,226.417696514023,32018.7136305149
No,No,1217.32171213419,25173.6196080491
No,No,639.820558249208,29902.0019867792
No,Yes,883.166976880327,12717.4922312992
No,No,2.2876109529974,38186.5242727915
No,No,419.637347665869,55967.9931672653
No,Yes,1544.14024986831,11102.5347437309
No,No,1101.01501795199,32153.0135926701
Yes,No,1700.59991348658,30488.9834104565
No,No,311.82458686811,48301.0596601046
No,No,442.830222252675,55074.1308290001
No,No,728.81496006121,17909.5810715927
No,No,278.877902520137,37188.6683650846
No,No,758.702327534491,36625.9895523394
No,No,620.339679439371,22803.7410338396
No,Yes,1890.16741147529,18402.4648845956
No,No,0,28951.4518951572
No,Yes,1329.19884221594,23184.0155485336
No,No,1075.86377237476,44128.6282564037
No,No,618.527509222818,54956.9905446621
No,No,1111.0865758202,27466.8936820066
No,No,864.039743518541,45881.9302056307
No,No,895.229809614619,48512.4556411759
No,Yes,954.030433688608,21908.5271562436
No,No,947.634932740896,46813.5163080957
No,No,267.303727744013,23117.9286733782
No,Yes,1366.8057832287,23913.2088013083
No,No,624.731883509283,38325.1737553638
No,No,13.67938266968,25221.6376687793
No,No,785.866485650099,44778.0157756766
No,Yes,1353.09384569505,18933.4961949702
No,No,480.32126391483,25553.2628515188
No,No,0,29507.3132469218
No,Yes,1221.97124290595,17916.8560894888
No,Yes,1184.93652302344,25108.756711813
No,Yes,478.572055604816,27512.3448997584
No,No,221.690461893355,34786.1013515581
No,No,578.387621687668,41054.1386619277
No,Yes,1361.45843240672,19576.9571319919
No,Yes,977.848095602787,19731.9609897188
No,No,1184.42524488153,36887.439966855
Yes,Yes,1118.70103943078,21848.4429000063
Yes,No,1119.09724476071,37224.5678135129
No,No,776.349979307366,31329.4848506225
No,No,1322.29709108436,51792.4023687088
No,No,878.026457591946,27438.585115052
No,No,1268.37951467727,16921.1808790391
No,No,0,32611.3730692625
No,No,0,37262.5740938171
No,Yes,366.786957314063,25833.0630989749
No,No,747.561036377875,39898.7690858912
No,No,1787.285143726,37499.0935479677
No,Yes,1929.44698025845,14995.4921684901
No,No,987.14289095702,27961.3196085338
No,Yes,856.357368420521,20758.2146891725
No,No,1101.14970709405,18153.8443165945
No,No,704.184519980701,31515.9816788054
No,No,555.623436676053,40837.7316360849
No,No,1073.49826059844,44764.1105476201
No,No,1126.2230230127,32842.6523719603
No,Yes,649.773318564214,15708.2963812027
No,No,977.657620997298,43743.4967298485
No,No,1049.88996420613,42637.5110638279
No,Yes,1383.5663330639,15764.345875927
No,Yes,1095.46573957961,14065.1675680038
No,No,1089.3717909992,30224.5961304622
No,No,605.220968306144,21792.3215199717
No,No,1033.88539901665,49262.0453292257
No,No,1604.72055375478,38186.9850695393
No,No,826.327025939312,24679.715044052
No,Yes,1176.14682328504,16670.6807862768
No,Yes,1275.02319938737,19937.0980337404
No,Yes,1290.28314005644,23538.9441422913
No,No,1133.47419931933,51414.4959558752
No,No,837.412566855277,37400.4928845625
No,Yes,379.082166688415,18280.3670338005
No,Yes,1134.16627849803,12453.3635924034
No,No,0,39120.0847898987
No,No,1491.17480280474,59394.3830781267
No,Yes,1695.35958565634,9582.94189712211
No,No,705.57332763872,54589.2398684094
No,No,239.193366265676,33743.2265524886
No,Yes,1183.71064142778,12428.6145139245
No,No,898.761838912064,38267.08157841
No,Yes,1524.29040044934,11719.5934790985
No,No,777.023737418038,35115.0185512798
No,No,1394.79581919528,26074.9343643672
No,Yes,0,20476.1557245306
No,No,62.5715751601826,47946.7670938155
Yes,No,1981.45181538436,28127.8954733126
No,No,514.054034777825,50053.261925801
No,No,722.788038958828,53714.186065152
No,No,152.866304156592,33716.8640608
No,No,293.184772853638,35390.2875967122
No,No,0,38613.6204965308
No,Yes,645.36685722913,17878.3643114477
No,Yes,1515.15283305045,26046.7720831097
No,Yes,767.439505481761,18846.4892212338
No,Yes,491.879747053414,21715.226298099
No,No,0,41389.4352722328
No,No,0,34589.4880601879
No,No,509.155164105994,40132.6592071943
No,Yes,965.587370085486,16440.0996975194
No,Yes,1868.54007230747,20489.5981077627
No,No,403.49720580419,41803.7781625719
No,No,593.14362506876,37670.9350241925
No,No,0,44547.8655465918
No,No,742.290015884451,39367.1933081303
No,Yes,1110.10045653192,13013.6105672136
No,No,771.551295297819,49440.4012944686
No,No,624.338891497583,42492.7530686958
No,Yes,499.957229779348,22884.9525653222
No,No,1088.63752037344,60650.0361323175
No,No,1556.49192796768,49669.6688731681
No,Yes,797.084335731408,23558.6830823662
No,No,415.99250259786,38215.6780429903
No,Yes,538.232681166002,26833.0396297828
No,Yes,1181.93470239963,21086.0820079429
No,Yes,836.020688627074,9271.78992423107
No,No,104.443215077792,46928.0054911712
No,No,564.209478577945,53196.6230194221
No,Yes,804.53940215468,25091.4607662506
No,No,1028.95364023327,21218.3035199452
No,No,748.746583667659,8983.85690177194
No,No,66.6320807349912,28735.9741149412
No,No,452.802228898258,48034.2377125974
No,Yes,798.460510113667,27724.0657528508
No,Yes,1941.90292814168,23467.126966094
No,No,1446.10101191515,22996.4323020653
No,No,761.064098290519,61580.034125346
No,No,1350.17272835748,43147.4555837922
No,No,380.950200559961,36943.3619940607
No,Yes,1602.84960709395,15906.466797439
No,No,147.61011548848,37588.5626099252
No,No,0,36283.0801271054
No,Yes,733.072512376335,18818.1673820965
No,Yes,1082.74797626804,26096.3370339348
No,No,779.657300310476,40804.4757033746
No,No,994.158712170624,65254.0757961504
No,No,769.181374128886,50070.7815461683
No,Yes,684.098519096228,4985.1691133645
No,No,442.56330169432,27898.4653945517
Yes,No,1717.07159258608,38408.8909167269
No,No,0,36302.528437156
No,No,1092.34586485398,44717.0125770421
No,No,497.33495411576,35146.7987733695
No,Yes,1149.68065499451,16907.7007441301
Yes,No,1465.21016364328,58699.9831975197
No,No,565.317604157056,41789.6110016585
No,Yes,922.137890502439,12224.1851701983
No,Yes,175.59938060484,11510.0578678315
No,No,1024.94681888114,49675.5604190352
No,No,596.885432303659,54091.624759736
No,No,750.410484208866,53084.9074806631
No,Yes,790.870027432839,14183.9700258003
No,No,112.327872497541,42386.0485550432
No,Yes,738.394487315734,16093.2845506875
No,No,1157.85556068872,54419.8085690598
No,No,1213.24314925522,45149.516318112
No,No,1339.6262041855,41656.0028929824
No,No,588.312430203572,56520.9625106958
No,No,721.808132499821,56375.7219879443
No,No,680.820718973428,43843.4741174494
No,Yes,815.406570873487,12071.7624998357
No,No,1042.50711204107,37170.1090492838
No,Yes,663.249868122172,20454.6165493286
No,Yes,1478.61854506445,18026.4710989649
No,No,337.756753994278,33655.5724347316
No,Yes,1273.55071961651,23126.6361991141
No,No,114.179725877987,49562.989265344
No,No,0,52295.6009297642
No,Yes,1516.31768923235,26377.5934939198
No,Yes,898.114673108613,24164.7511007409
No,No,790.590582117334,48219.5944665748
No,No,0,29072.7214938039
No,No,1273.24483033059,49136.4741958684
No,No,1279.2004483305,36063.114108959
No,Yes,732.719380888972,14568.7474096201
Yes,No,1763.57908789461,46227.0745421357
No,Yes,1280.41844842492,16310.9055269133
No,No,1529.93799536515,36912.8973015701
No,Yes,345.467636476389,18251.4945592886
No,No,197.989403751685,33723.9857591643
Yes,Yes,1770.96944052649,15975.5371965119
No,Yes,639.371943541069,17037.0547998481
No,No,238.814643857072,23526.7109062151
No,No,390.555843076737,45338.357214774
No,Yes,830.171511106982,19476.5875790804
No,Yes,1378.87607564381,21613.578470166
No,No,242.403449315825,37364.4230927587
No,No,1236.54749355223,36211.4903618167
No,No,1063.77493669311,34914.2752545523
No,No,126.923178973913,33819.1433220656
No,No,758.465501261611,38018.1456896637
No,No,908.931458644613,68758.8783988945
No,No,558.518342410987,46297.4254108936
No,No,1819.24233339211,36969.5525152008
No,Yes,1110.68174400549,19327.5750379268
No,No,723.243374669993,43459.0118542978
No,No,972.031864031495,18510.946033198
No,No,696.014430649643,40741.4202403335
No,Yes,1178.24890887526,29362.604609009
No,Yes,329.558510877062,19371.8120916883
No,Yes,792.529238472827,14546.30176771
No,No,1246.03775769599,33691.7213091022
No,No,591.760776481539,41670.257382541
No,No,244.081138800791,24854.2498236435
No,No,1038.54836006039,49944.8651506496
No,No,679.074586796153,49488.5639815129
No,No,1061.415836002,40585.2216446978
No,Yes,1268.24069091931,11914.5782684287
No,Yes,955.533685819795,14736.7208791128
No,No,1115.82062964092,27882.8092643982
No,Yes,601.163260610188,22029.1935171555
No,No,1097.60003894511,52286.4318229537
No,No,1042.78307264667,45982.9663185287
No,Yes,1321.44305286527,8624.11068874281
No,No,1052.39326016205,37637.6593074495
No,No,687.951701062434,27604.0792714302
No,Yes,566.460512626349,24828.2659835652
No,No,769.414224037938,35071.1665353159
No,No,955.1353421032,26372.985815295
No,No,643.409526464766,28660.1401685022
No,No,0,42745.3020131405
No,No,437.636062596235,45384.0474502375
No,No,1278.86564161404,34673.1709932026
No,No,1639.39057196627,30624.7759284918
No,No,891.643737265774,36470.8283401861
No,Yes,316.459048313239,18813.9402088352
No,No,622.929507387178,48874.5557680461
No,No,107.277526758955,42287.3028620524
No,Yes,990.543215773955,12398.4906038395
No,No,0,45659.9957026185
No,No,0,33119.9553306198
No,No,591.21848728877,35287.8245843759
No,Yes,928.060078265644,21121.8448328186
No,No,304.599223898782,40785.9891775391
No,No,235.939497686815,31336.5101185978
No,Yes,1108.05351768099,10853.2309395985
No,No,687.306396976996,24563.7576757258
No,No,60.1860361263316,39864.8635503901
No,No,0,34648.9725974223
No,No,272.893257145115,58730.5728615017
Yes,No,1531.71645931978,43930.4000955678
No,No,949.608648513314,47702.5737457984
No,No,561.916178455117,35080.5792438221
No,No,468.132522196994,25231.3462344957
No,Yes,993.108169991847,12215.9468218066
No,No,0,31314.6950884232
No,Yes,759.478369178202,12710.7209232412
No,No,1340.78720929653,36440.2283216228
No,Yes,1521.46339550225,15210.4740694568
No,No,133.743344349705,30457.0163661004
Yes,No,780.172569171513,51656.8740637741
No,No,839.915458349589,22884.793017069
No,No,913.505872937903,36670.8542230351
No,No,924.881441457044,35712.6379057533
No,No,1197.83150461167,54652.3092984374
No,No,49.2096658960132,30451.152858766
No,No,970.716096585793,48387.648617342
No,No,783.057400540258,54082.4240845222
No,Yes,465.062888613853,20379.0620895269
No,No,0,39337.7499765406
No,Yes,732.264267594484,21986.0454536505
No,No,576.091261344071,37679.6985892523
No,Yes,588.991056252216,16309.8754485617
No,No,863.140717831164,43779.4778545985
No,No,857.575733973881,49675.3703182707
No,No,361.501731061125,33674.8902393376
No,No,891.155427066673,36023.0850073461
No,No,918.122205965447,44738.5560304555
No,No,1335.02801828106,21150.8559447406
No,No,421.40084342513,39873.5217445341
No,Yes,743.636144477128,18883.9715059268
No,No,773.740372463441,41872.4947626065
No,No,731.3934721696,45251.8819209678
No,No,964.188922685005,36330.3945986058
No,Yes,350.015184264179,17657.1726575117
No,No,1206.66136205449,37125.5913512782
No,No,1051.94757326739,52888.1850963327
No,No,454.760370677831,45572.172484486
No,No,932.665307535504,42758.6007035183
No,No,535.745846468796,36259.4637552901
No,No,241.80525216874,41186.1828072136
No,No,1026.50670980239,42042.1679417363
No,Yes,187.679885571478,18278.833967134
No,No,197.538321479143,58646.9278047098
No,No,585.708088259361,43288.4003826895
No,Yes,1947.02240116176,12147.0464091645
No,No,829.547597492268,39717.5376088077
No,No,196.9384595398,35488.4488835876
No,No,591.863619018556,31438.7760126708
No,No,0,39742.1054579553
No,Yes,1008.29161867619,11939.2952561454
No,Yes,1052.22747774062,17410.751592587
No,No,331.680526736089,49756.1710110556
No,No,913.107203974466,29414.6521751635
No,Yes,561.391612168585,21747.2631759341
No,No,246.955462978737,47692.8942495176
No,No,578.978610085742,46304.717476204
No,No,557.80877712832,62352.8460745643
No,Yes,788.251751590529,10418.1828574391
No,No,1060.80742927021,39174.0563607053
No,Yes,1247.9070287109,19816.720143272
No,No,1184.36072325231,34259.9901986231
No,No,1024.57823828863,33071.5499188853
No,No,1080.29165556776,43367.8995668736
No,No,540.279044842846,26267.1563495095
No,No,1448.83546537495,33835.7362563617
No,Yes,561.19403528401,27421.1112560912
No,No,1191.48030658909,30040.5721479464
No,No,565.138987531877,38202.5839366837
No,No,482.98219522045,35845.192831506
