% This is an artificial data set with dependencies between the attribute
% values. The cases are generated using the following method:
% 
% X1 : uniformly distributed over [-5,5]
% X2 : uniformly distributed over [-15,-10]
% X3 : IF (X1 > 0) THEN X3 = green
% ELSE X3 = red with probability 0.4 and X4=brown with prob. 0.6
% X4 : IF (X3=green) THEN X4=X1+2X2
% ELSE X4=X1/2 with prob. 0.3, and X4=X2/2 with prob. 0.7
% X5 : uniformly distributed over [-1,1]
% X6 : X6=X4*[epsilon], where [epsilon] is uniformly distribute over [0,5]
% X7 : X7=yes with prob. 0.3 and X7=no with prob. 0.7
% X8 : IF (X5 < 0.5) THEN X8 = normal ELSE X8 = large
% X9 : uniformly distributed over [100,500]
% X10 : uniformly distributed integer over the interval [1000,1200]
% 
% Obtain the value of the target variable Y using the rules:
% IF (X2 > 2 ) THEN Y = 35 - 0.5 X4
% ELSE IF (-2 <= X4 <= 2) THEN Y = 10 - 2 X1
% ELSE IF (X7 = yes) THEN Y = 3 -X1/X4
% ELSE IF (X8 = normal) THEN Y = X6 + X1
% ELSE Y = X1/2
%
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 40768 cases, 11 attributes (3 nominal, 8 continuous). 

@relation mv
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 {brown, red, green}
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 {no, yes}
@attribute x8 {normal, large}
@attribute x9 numeric
@attribute x10 numeric
@attribute y numeric

@data
0.510095, -12.8304, brown, 0.255047, 0.897075, 0.867054, yes, large, 374.401, 1005, 0.255047
-1.8639, -14.818, brown, -0.931948, 0.0360432, -1.00438, no, normal, 291.436, 1150, -2.86827
1.45062, -12.3567, red, -6.17835, 0.561452, -14.1811, no, large, 358.452, 1104, 0.725311
4.64033, -14.0143, green, -7.00715, 0.941225, -25.6863, no, large, 157.019, 1084, 2.32016
-0.15792, -12.7192, brown, -6.3596, 0.492301, -30.6576, no, normal, 338.161, 1088, -30.8155
-0.210044, -13.7977, brown, -6.89884, 0.710626, -14.1597, yes, large, 246.144, 1011, -0.105022
0.876288, -13.353, red, 0.438144, -0.936446, 1.11685, no, normal, 295.882, 1131, 0.438144
-2.33705, -10.1304, red, -5.06521, 0.250728, -11.8526, no, normal, 243.102, 1012, -14.1897
3.26885, -10.8162, red, -5.40812, 0.829586, -17.6733, no, large, 493.912, 1003, 1.63442
4.33639, -12.138, brown, 2.1682, -0.0753284, 2.37612, no, normal, 223.793, 1142, 2.1682
-2.26225, -12.1211, brown, -1.13113, -0.794347, -0.0432953, no, normal, 294.795, 1073, -2.30555
3.29028, -13.4306, brown, 1.64514, 0.33736, 0.392248, no, normal, 318.278, 1006, 1.64514
2.84666, -12.6033, brown, -6.30167, 0.43296, -18.758, no, normal, 235.159, 1181, -15.9114
0.948019, -11.9416, brown, -5.97082, 0.556446, -11.3573, yes, large, 317.54, 1174, 0.47401
-1.32972, -13.1356, red, -6.56781, -0.413139, -7.81138, no, normal, 123.662, 1157, -9.1411
0.859216, -10.7809, brown, -5.39045, 0.859268, -24.4531, no, large, 426.22, 1049, 0.429608
-0.230246, -12.9482, brown, -6.47412, 0.701611, -23.8181, yes, large, 440.97, 1056, -0.115123
4.35799, -13.9027, brown, -6.95137, -0.683414, -14.2683, yes, normal, 384.7, 1094, -9.91031
3.10073, -13.5116, brown, -6.75582, -0.419377, -0.0879965, no, normal, 444.987, 1164, 1.55037
1.40913, -13.3028, red, 0.704563, 0.832924, 1.22792, yes, large, 493.938, 1040, 0.704563
-1.87546, -10.3968, red, -0.937729, -0.581844, -0.577968, no, normal, 194.235, 1167, -2.45343
4.17919, -14.7717, brown, 2.0896, 0.242313, 5.45095, yes, normal, 106.759, 1077, 1.0
4.39392, -11.7109, brown, 2.19696, -0.958702, 0.926702, no, normal, 121.383, 1013, 2.19696
2.05112, -13.1704, brown, -6.58522, -0.944841, -11.018, no, normal, 290.331, 1114, -8.96684
-2.10822, -13.0313, brown, -6.51563, 0.469015, -1.40167, yes, normal, 442.298, 1012, -3.50989
0.310706, -11.0243, brown, -5.51216, 0.746598, -7.58896, yes, large, 250.971, 1066, 0.155353
-3.83394, -14.5873, brown, -1.91697, -0.948773, -1.2847, no, normal, 291.909, 1122, -5.11865
-3.87071, -11.1552, red, -1.93535, 0.257533, -4.48337, yes, normal, 410.259, 1064, -8.35407
-2.06235, -13.4664, brown, -6.73321, -0.845537, -29.7876, no, normal, 149.852, 1052, -31.85
-3.34413, -13.7938, red, -6.89691, 0.1057, -30.5507, no, normal, 138.226, 1073, -33.8949
-4.08412, -13.9575, brown, -6.97876, -0.349069, -25.2618, no, normal, 323.723, 1100, -29.346
2.19669, -10.7346, green, -5.36732, -0.264504, -24.4507, no, normal, 181.809, 1007, -22.254
-4.88406, -13.1495, brown, -2.44203, 0.249306, -11.1016, yes, normal, 142.552, 1000, -15.9856
-0.179567, -14.0102, red, -0.0897837, -0.69887, -0.422951, yes, normal, 320.471, 1100, -0.602518
0.167353, -13.6458, brown, 0.0836765, -0.56178, 0.289023, yes, normal, 487.392, 1179, 0.0836765
-4.48469, -10.0996, brown, -5.04982, -0.0082717, -24.0661, yes, normal, 344.884, 1011, -28.5507
-2.49593, -14.5287, red, -7.26437, 0.101308, -22.3102, no, normal, 327.112, 1033, -24.8061
-3.45436, -14.5774, brown, -7.28871, 0.0819415, -26.5386, yes, normal, 322.71, 1140, -29.993
4.9372, -11.9585, brown, -5.97923, -0.973612, -22.5724, no, normal, 203.532, 1073, -17.6352
4.4947, -12.4538, brown, -6.22691, -0.65513, -23.588, no, normal, 430.214, 1065, -19.0933
2.52559, -10.0995, brown, -5.04975, 0.634972, -18.4263, yes, large, 466.349, 1057, 1.2628
4.14103, -10.452, brown, 2.07052, 0.663345, 6.25359, no, large, 388.647, 1173, 2.07052
-2.0898, -11.6446, red, -5.82228, -0.309929, -26.9265, no, normal, 472.872, 1150, -29.0163
4.61057, -11.5763, brown, -5.78815, -0.56044, -5.45395, no, normal, 274.877, 1020, -0.843378
3.89916, -13.2435, red, -6.62176, -0.634652, -20.4103, no, normal, 142.583, 1067, -16.5112
-0.908853, -13.0126, red, -0.454427, 0.774432, -0.286918, yes, large, 309.151, 1011, -0.454427
3.25416, -12.5803, brown, -6.29016, 0.233513, -24.3988, yes, normal, 188.043, 1042, -21.1446
-3.52321, -14.4499, brown, -7.22494, 0.0128507, -12.4367, no, normal, 121.06, 1090, -15.9599
3.49354, -12.6912, green, 1.74677, 0.99639, 6.51315, no, large, 129.252, 1053, 1.74677
-0.722597, -10.5073, brown, -5.25363, 0.214906, -20.6913, yes, normal, 360.323, 1001, -21.4139
-0.567141, -11.0076, brown, -5.50379, -0.974731, -14.144, no, normal, 309.563, 1113, -14.7112
2.55082, -13.1337, red, 1.27541, -0.457215, 3.83568, no, normal, 356.27, 1135, 1.27541
-2.53864, -14.6579, red, -1.26932, -0.944599, -3.84692, yes, normal, 203.207, 1051, -6.38556
-4.65152, -11.4935, brown, -5.74674, -0.968969, -4.74984, yes, normal, 227.948, 1138, -9.40136
2.89451, -14.6252, red, -7.31262, -0.41148, -3.26254, yes, normal, 208.712, 1146, -0.368033
4.54334, -12.4104, brown, -6.20521, -0.924651, -17.2254, yes, normal, 125.889, 1163, -12.6821
-1.20307, -14.5021, brown, -0.601535, -0.553261, -1.35538, no, normal, 278.479, 1154, -2.55845
-3.93239, -13.8218, brown, -1.96619, 0.0474025, -4.55663, yes, normal, 421.369, 1147, -8.48902
3.72621, -11.2112, red, 1.86311, 0.539601, 6.60115, no, large, 457.018, 1155, 1.86311
1.53655, -13.6388, brown, -6.8194, -0.749697, -13.3504, yes, normal, 317.079, 1168, -11.8138
4.28517, -11.7527, red, -5.87635, -0.746258, -8.74638, yes, normal, 207.835, 1020, -4.46121
-4.82528, -14.289, brown, -7.14448, -0.711779, -1.44561, no, normal, 493.821, 1187, -6.27089
-2.04892, -11.809, brown, -5.90448, 0.825235, -8.65507, yes, large, 128.25, 1168, -1.02446
-4.64341, -10.0043, brown, -5.00215, -0.391953, -5.90044, yes, normal, 334.487, 1101, -10.5438
-3.28095, -11.9816, brown, -5.99078, -0.0782758, -5.23821, no, normal, 493.052, 1032, -8.51916
3.47839, -13.6113, brown, -6.80565, 0.208037, -32.8614, no, normal, 420.776, 1007, -29.383
0.747951, -10.812, brown, -5.406, 0.617189, -9.84286, yes, large, 451.758, 1191, 0.373976
1.88063, -14.7435, brown, 0.940316, -0.143181, 3.74545, yes, normal, 237.294, 1156, 0.940316
-0.83629, -14.0446, brown, -0.418145, 0.0055275, -1.71027, yes, normal, 196.676, 1124, -2.54656
-2.53793, -10.9176, brown, -5.45878, -0.191579, -2.46398, yes, normal, 334.708, 1194, -5.00191
-3.08883, -13.6258, red, -6.81291, -0.793924, -5.91291, no, normal, 243.992, 1103, -9.00174
-3.13488, -11.1182, brown, -5.55912, 0.904105, -20.7434, no, large, 164.771, 1198, -1.56744
-0.716457, -12.9593, brown, -6.47967, 0.362135, -9.39976, no, normal, 468.729, 1176, -10.1162
2.49762, -14.4353, red, -7.21765, 0.52469, -31.5329, yes, large, 167.836, 1046, 1.24881
0.48502, -13.2195, red, -6.60974, -0.999074, -6.88875, no, normal, 423.54, 1074, -6.40373
-1.66124, -13.814, brown, -0.830622, -0.0633664, -3.40307, no, normal, 199.363, 1148, -5.06431
-2.09842, -10.0092, brown, -5.00458, 0.424542, -5.11066, no, normal, 397.584, 1075, -7.20908
3.76429, -13.5377, green, -6.76885, -0.340896, -30.0197, no, normal, 370.182, 1139, -26.2554
-3.72339, -14.9533, brown, -1.86169, -0.887652, -3.48584, no, normal, 287.772, 1125, -7.20922
2.08292, -11.2021, brown, 1.04146, -0.220078, 1.43058, no, normal, 113.055, 1003, 1.04146
2.79552, -10.4547, brown, -5.22733, 0.719993, -21.9296, no, large, 346.916, 1103, 1.39776
-1.21562, -11.2752, brown, -5.63762, 0.34297, -10.3637, yes, normal, 355.421, 1168, -11.5793
1.48482, -13.2658, brown, -6.63289, 0.596325, -21.872, yes, large, 181.554, 1139, 0.742412
-2.9729, -10.0828, brown, -5.04141, -0.206395, -9.4237, no, normal, 131.758, 1199, -12.3966
3.46445, -12.7108, brown, -6.35542, -0.225587, -1.32668, yes, normal, 265.12, 1136, 1.73222
4.74073, -14.6936, red, -7.34679, 0.872892, -13.5517, no, large, 148.188, 1115, 2.37036
1.82462, -13.3841, brown, -6.69205, -0.901688, -22.7687, yes, normal, 252.444, 1152, -20.944
-2.97971, -13.8622, red, -6.93111, 0.974038, -11.2744, no, large, 149.6, 1148, -1.48985
-1.80127, -14.5096, brown, -7.25482, -0.739529, -10.2824, yes, normal, 148.224, 1081, -12.0837
1.1054, -10.9849, brown, 0.552702, 0.128304, 0.59673, no, normal, 410.016, 1120, 0.552702
0.270209, -10.1147, green, -5.05733, -0.155162, -18.5032, yes, normal, 124.796, 1172, -18.233
4.78647, -13.0907, green, -6.54535, 0.245277, -29.7255, yes, normal, 364.152, 1005, -24.939
-0.837175, -13.6454, brown, -6.8227, 0.837124, -24.137, no, large, 374.287, 1097, -0.418587
-2.49329, -13.9363, brown, -6.96815, -0.250299, -17.3399, no, normal, 346.147, 1112, -19.8332
0.449358, -12.0299, brown, -6.01496, 0.340844, -3.65068, yes, normal, 373.107, 1157, -3.20132
-1.90777, -14.5047, brown, -0.953883, -0.0192373, -0.284545, no, normal, 157.604, 1149, -2.19231
-0.674083, -13.0266, brown, -6.5133, 0.831153, -8.69858, no, large, 341.909, 1177, -0.337041
0.273186, -14.2515, brown, -7.12573, 0.697122, -4.96239, no, large, 151.572, 1165, 0.136593
0.516097, -12.8092, green, -6.40462, -0.672899, -3.03183, no, normal, 145.42, 1047, -2.51574
-1.15709, -12.2693, brown, -6.13464, -0.793365, -7.91323, no, normal, 128.383, 1173, -9.07032
0.879677, -12.0086, brown, 0.439839, 0.321849, 2.0079, yes, normal, 272.307, 1008, 0.439839
-4.71534, -10.0881, red, -5.04406, -0.881298, -2.85283, no, normal, 379.305, 1045, -7.56817
4.20036, -14.5872, brown, -7.29362, -0.57759, -23.9493, no, normal, 466.681, 1146, -19.7489
0.457056, -12.4767, red, -6.23833, -0.213824, -6.83399, no, normal, 339.802, 1130, -6.37694
0.240839, -11.8602, brown, -5.93008, -0.562168, -1.8838, no, normal, 460.106, 1153, -1.64296
4.1732, -10.8985, green, -5.44925, -0.461373, -24.558, yes, normal, 480.904, 1164, -20.3848
2.581, -12.5102, brown, 1.2905, 0.783663, 3.07876, yes, large, 249.588, 1015, 1.0
4.25101, -10.5097, brown, -5.25486, -0.435697, -20.3957, no, normal, 489.122, 1135, -16.1447
2.27568, -10.5494, brown, -5.27469, 0.741062, -22.1862, no, large, 460.382, 1159, 1.13784
-2.00371, -11.7047, red, -5.85236, -0.304804, -15.0455, yes, normal, 349.134, 1178, -17.0492
-2.03105, -12.2603, brown, -1.01553, 0.37686, -1.44033, no, normal, 361.68, 1051, -3.47138
0.58066, -13.0912, brown, -6.54558, 0.453692, -30.2872, no, normal, 183.375, 1166, -29.7065
0.884113, -12.4597, green, 0.442056, -0.54292, 0.502769, no, normal, 279.516, 1170, 0.442056
0.327098, -11.2716, brown, -5.63579, 0.00703455, -0.206633, yes, normal, 254.023, 1132, 0.120465
-2.12677, -10.2844, red, -5.14219, 0.993979, -4.13328, no, large, 416.763, 1074, -1.06339
2.49819, -13.0984, brown, 1.24909, -0.984671, 2.89659, no, normal, 360.894, 1183, 1.24909
-1.6204, -14.0753, brown, -7.03764, -0.189086, -8.43514, no, normal, 274.525, 1125, -10.0555
-3.27285, -11.3818, brown, -1.63643, 0.131825, -1.74285, no, normal, 295.741, 1000, -5.0157
1.87505, -13.8041, brown, -6.90207, 0.290847, -19.7548, no, normal, 153.233, 1045, -17.8798
3.50793, -12.6448, brown, 1.75396, 0.82692, 8.02011, no, large, 269.856, 1070, 1.75396
-4.28273, -12.0132, red, -6.00661, -0.535979, -6.17284, yes, normal, 320.128, 1139, -10.4556
-4.68706, -13.8109, brown, -6.90544, -0.183036, -2.13903, no, normal, 238.678, 1039, -6.82609
0.996889, -14.0126, brown, -7.00628, 0.74663, -32.3256, no, large, 228.108, 1069, 0.498445
4.71882, -13.04, brown, 2.35941, 0.516263, 3.28376, yes, large, 413.804, 1166, 1.0
4.32041, -10.921, red, 2.16021, 0.738177, 2.96577, yes, large, 197.644, 1124, 1.0
-0.106807, -10.781, brown, -5.3905, 0.0506184, -0.77379, no, normal, 158.546, 1070, -0.880597
-3.76736, -14.4088, brown, -1.88368, 0.545187, -7.78104, no, large, 103.899, 1122, -1.88368
-2.2838, -10.2911, brown, -5.14553, 0.317608, -5.33094, yes, normal, 481.236, 1090, -7.61474
2.03748, -12.788, red, -6.39398, -0.703564, -1.5289, no, normal, 469.632, 1039, 0.508584
4.75492, -14.7633, red, 2.37746, -0.0459434, 5.8136, no, normal, 467.99, 1100, 2.37746
0.521864, -14.042, green, -7.02101, -0.503034, -22.3781, no, normal, 232.382, 1118, -21.8562
-3.11763, -14.8265, red, -7.41324, 0.261525, -23.41, no, normal, 202.91, 1111, -26.5276
2.99228, -13.8362, brown, -6.91808, 0.436729, -20.3631, no, normal, 363.954, 1102, -17.3709
4.371, -13.9396, brown, 2.1855, -0.54005, 6.84255, no, normal, 486.758, 1192, 2.1855
-0.812609, -14.2243, brown, -7.11217, 0.0981019, -2.93236, yes, normal, 161.636, 1068, -3.74497
3.25709, -10.2334, brown, 1.62855, 0.0434709, 1.19755, no, normal, 484.011, 1162, 1.62855
-3.37655, -10.5144, red, -1.68827, -0.580486, -0.781525, no, normal, 115.178, 1011, -4.15807
3.58132, -12.7166, red, -6.35829, 0.706184, -12.6853, no, large, 149.26, 1111, 1.79066
-1.69421, -10.2557, red, -5.12786, 0.142823, -10.892, no, normal, 190.036, 1077, -12.5862
-1.6841, -13.0628, brown, -0.842048, 0.113593, -2.35932, no, normal, 283.119, 1120, -4.04341
-0.978978, -13.4204, red, -0.489489, 0.926781, -1.14981, no, large, 481.694, 1119, -0.489489
-3.81978, -13.5759, brown, -1.90989, 0.838746, -1.87037, no, large, 277.603, 1084, -1.90989
4.97557, -11.122, brown, 2.48778, -0.883145, 10.403, no, normal, 260.421, 1059, 2.48778
-2.15086, -10.9842, brown, -5.49211, 0.551897, -8.32912, no, large, 236.345, 1051, -1.07543
-0.173822, -12.7056, brown, -0.0869111, 0.460508, -0.410133, yes, normal, 237.186, 1077, -0.583956
2.00146, -13.2974, red, -6.6487, -0.420758, -18.8477, no, normal, 490.485, 1194, -16.8462
2.50502, -13.6944, brown, -6.84718, -0.617935, -4.6733, no, normal, 132.28, 1095, -2.16829
-3.38093, -12.1834, brown, -6.09171, -0.960831, -13.2348, no, normal, 219.512, 1156, -16.6158
4.1935, -10.0054, brown, -5.00268, 0.476117, -9.31438, yes, normal, 177.775, 1070, -5.12088
-4.57571, -10.2753, red, -5.13765, -0.578472, -0.118903, no, normal, 146.05, 1017, -4.69461
4.19361, -13.6148, green, -6.80742, -0.527223, -29.7891, no, normal, 407.173, 1034, -25.5955
-3.06699, -11.5636, brown, -5.7818, 0.36072, -1.42712, yes, normal, 401.911, 1049, -4.49411
-0.0900056, -11.014, brown, -5.50699, -0.0115309, -8.57655, no, normal, 474.492, 1085, -8.66656
2.00759, -10.722, brown, -5.36102, 0.369863, -15.7022, no, normal, 140.299, 1071, -13.6946
2.60375, -13.5298, red, -6.76488, 0.622082, -20.7559, no, large, 481.381, 1074, 1.30188
3.98526, -12.7777, brown, -6.38887, 0.552844, -18.5757, no, large, 256.741, 1104, 1.99263
-2.16751, -14.5369, red, -7.26847, -0.830945, -24.4154, yes, normal, 368.371, 1155, -26.5829
-1.18469, -12.8435, red, -6.42174, 0.343939, -7.49988, no, normal, 230.677, 1037, -8.68456
-1.53369, -13.8739, brown, -6.93696, -0.646704, -10.0125, no, normal, 113.317, 1136, -11.5462
-0.882817, -13.4173, brown, -6.70864, -0.569695, -29.1682, no, normal, 197.184, 1108, -30.051
2.47806, -11.8775, green, 1.23903, -0.327243, 3.01324, yes, normal, 225.838, 1163, 1.0
-0.323654, -11.6939, brown, -0.161827, -0.298437, -0.22313, no, normal, 197.907, 1062, -0.546784
-3.57326, -11.7176, red, -5.85878, 0.858054, -3.83646, no, large, 461.708, 1075, -1.78663
3.51596, -11.7396, green, -5.86981, -0.909115, -4.6892, no, normal, 230.419, 1095, -1.17324
2.65961, -11.0316, red, -5.51579, -0.381859, -4.27584, yes, normal, 408.488, 1080, -1.61623
-0.223806, -10.4305, brown, -5.21526, -0.00435512, -0.840879, no, normal, 423.569, 1188, -1.06468
-1.65406, -11.6974, brown, -5.84871, -0.88983, -11.0673, no, normal, 103.187, 1141, -12.7213
-3.81946, -11.1304, brown, -5.56518, -0.21804, -15.6582, no, normal, 323.817, 1067, -19.4776
-3.66967, -14.8142, brown, -1.83484, -0.844923, -6.30403, yes, normal, 115.283, 1099, -9.9737
-3.90856, -13.136, red, -6.56799, 0.280999, -24.7226, yes, normal, 213.674, 1152, -28.6312
2.88763, -12.9888, brown, -6.4944, -0.774201, -22.0136, yes, normal, 438.45, 1047, -19.126
0.525452, -10.1042, red, 0.262726, -0.169982, 1.15326, no, normal, 335.055, 1184, 0.262726
-1.48297, -11.5161, red, -5.75805, 0.989477, -4.28369, yes, large, 131.601, 1087, -0.741486
4.08124, -10.6612, brown, 2.04062, -0.0177964, 5.67024, no, normal, 383.883, 1080, 2.04062
-4.29898, -13.6887, brown, -2.14949, 0.0990061, -8.16526, no, normal, 262.054, 1069, -12.4642
3.56672, -11.2158, brown, 1.78336, -0.122653, 1.25135, no, normal, 334.404, 1044, 1.78336
3.46894, -12.5293, red, -6.26466, -0.51637, -5.4255, no, normal, 129.78, 1177, -1.95656
3.94572, -14.2772, brown, -7.13862, -0.584394, -29.4502, yes, normal, 159.34, 1046, -25.5044
0.963985, -14.9749, green, 0.481993, -0.495605, 0.190939, yes, normal, 366.446, 1133, 0.481993
0.102962, -12.435, red, 0.0514812, -0.807308, 0.216019, no, normal, 335.622, 1183, 0.0514812
-2.48755, -12.5819, red, -6.29093, 0.0950048, -19.0055, no, normal, 418.61, 1151, -21.4931
3.14543, -13.0354, green, 1.57271, 0.816424, 0.423128, yes, large, 179.668, 1144, 1.0
2.77947, -11.4527, red, -5.72634, -0.143896, -0.963956, yes, normal, 418.552, 1125, 1.38974
-4.40251, -14.7619, brown, -7.38094, 0.731139, -24.559, yes, large, 279.953, 1092, -2.20126
3.0083, -13.6779, brown, 1.50415, 0.776795, 3.50943, yes, large, 100.442, 1133, 1.0
3.3977, -11.1047, brown, -5.55237, 0.364271, -13.9019, no, normal, 431.287, 1059, -10.5042
-1.27235, -10.5602, brown, -0.636175, 0.577598, -1.0964, no, large, 434.824, 1159, -0.636175
-3.666, -11.8106, red, -1.833, -0.74994, -8.0351, no, normal, 197.95, 1176, -11.7011
-1.71253, -14.5768, brown, -0.856264, -0.253502, -1.65324, no, normal, 149.316, 1043, -3.36577
4.5524, -12.5197, brown, -6.25986, -0.78346, -2.77931, no, normal, 411.87, 1186, 1.7731
-3.85574, -10.4346, brown, -5.21731, 0.52011, -7.78552, no, large, 269.2, 1109, -1.92787
1.55933, -11.2413, brown, -5.62063, 0.570637, -19.2804, no, large, 277.369, 1162, 0.779666
-4.43717, -13.0067, brown, -6.50334, -0.438848, -8.67833, no, normal, 340.173, 1009, -13.1155
2.13317, -11.4257, brown, -5.71285, 0.722068, -1.06021, yes, large, 355.658, 1092, 1.06658
2.30053, -13.5246, brown, -6.7623, 0.335248, -4.84656, yes, normal, 303.815, 1117, -2.54603
-3.96709, -12.1709, brown, -6.08545, 0.368181, -20.9726, no, normal, 288.62, 1058, -24.9397
-4.6211, -14.0757, red, -7.03783, 0.785686, -30.2121, no, large, 131.829, 1100, -2.31055
4.59162, -10.9519, brown, 2.29581, -0.198654, 9.62687, no, normal, 377.847, 1069, 2.29581
3.9775, -11.0105, green, 1.98875, 0.276887, 5.64079, no, normal, 351.908, 1007, 1.98875
-3.14421, -11.6617, brown, -5.83085, 0.371233, -2.4194, no, normal, 173.865, 1032, -5.56361
-4.78538, -14.2809, brown, -7.14044, -0.720345, -7.67316, yes, normal, 280.326, 1182, -12.4585
0.0168071, -13.2572, brown, 0.00840356, 0.828098, 0.00227442, no, large, 423.969, 1137, 0.00840356
3.37831, -10.0225, brown, 1.68916, -0.966499, 6.31013, yes, normal, 316.202, 1187, 1.0
-0.688108, -12.1902, red, -6.09509, -0.219062, -16.5542, no, normal, 317.586, 1199, -17.2423
0.00672992, -14.7718, brown, -7.38589, 0.148638, -4.51159, no, normal, 249.332, 1187, -4.50486
-3.00638, -13.9442, brown, -1.50319, -0.773521, -4.26661, yes, normal, 252.748, 1021, -7.27299
4.51611, -10.9347, brown, 2.25806, -0.907288, 4.71597, no, normal, 354.997, 1193, 2.25806
2.53641, -14.3092, brown, -7.15459, -0.062714, -23.9871, no, normal, 493.642, 1008, -21.4507
-0.994576, -14.0827, brown, -7.04134, 0.0554151, -15.5394, no, normal, 319.009, 1165, -16.5339
-0.897618, -12.5043, brown, -6.25217, 0.705475, -3.9619, no, large, 344.947, 1153, -0.448809
4.05733, -13.17, green, -6.58498, -0.502648, -12.567, yes, normal, 386.851, 1073, -8.50969
-3.23371, -14.4117, brown, -7.20583, -0.432709, -34.5651, no, normal, 334.283, 1101, -37.7988
2.10427, -10.0203, red, 1.05214, 0.0647676, 1.04936, yes, normal, 290.58, 1163, 1.0
4.67291, -13.0891, red, 2.33646, 0.280145, 1.38271, no, normal, 409.134, 1167, 2.33646
-4.57294, -10.2527, brown, -5.12634, -0.202078, -22.4434, no, normal, 214.457, 1092, -27.0163
3.47371, -10.0172, green, -5.00858, 0.0671738, -9.66089, no, normal, 394.66, 1173, -6.18718
-1.45387, -11.4803, red, -5.74015, 0.0792686, -4.95181, no, normal, 186.619, 1190, -6.40568
0.274701, -13.7037, brown, -6.85186, -0.448097, -30.134, no, normal, 346.575, 1033, -29.8593
-3.11857, -12.681, red, -6.34048, 0.0112014, -5.67443, no, normal, 119.35, 1184, -8.79301
0.651961, -12.9851, green, -6.49253, -0.61359, -11.3372, yes, normal, 454.076, 1113, -10.6852
-4.46651, -12.9367, brown, -6.46835, 0.352517, -7.24881, no, normal, 261.234, 1168, -11.7153
4.386, -12.0439, brown, 2.193, 0.243148, 6.65025, no, normal, 229.818, 1131, 2.193
-1.68737, -10.5513, red, -5.27565, 0.986624, -3.79975, yes, large, 140.518, 1005, -0.843687
